Ensembl	sample_pair	ensembl_id	Gene_name	log2FC	p_value	description	DEG	Gene_type	
ENSG00000181588	D5/D6	D5/D6_ENSG00000181588	MEX3D	0.663707462	0.002527104	mex-3 RNA binding family member D	NonDE	protein_coding	
ENSG00000181610	D5/D6	D5/D6_ENSG00000181610	MRPS23	0.414273519	0.000109911	mitochondrial ribosomal protein S23	NonDE	protein_coding	
ENSG00000181619	D5/D6	D5/D6_ENSG00000181619	GPR135	0.643875639	0.001876373	G protein-coupled receptor 135	NonDE	protein_coding	
ENSG00000181625	D5/D6	D5/D6_ENSG00000181625	SLX1B	0.17448255	0.099993272	SLX1 homolog B, structure-specific endonuclease subunit	NonDE	protein_coding	
ENSG00000181638	D5/D6	D5/D6_ENSG00000181638	ZFP41	0.167809066	0.10433821	ZFP41 zinc finger protein	NonDE	protein_coding	
ENSG00000181690	D5/D6	D5/D6_ENSG00000181690	PLAG1	0.338575735	0.000561134	PLAG1 zinc finger	NonDE	protein_coding	
ENSG00000181722	D5/D6	D5/D6_ENSG00000181722	ZBTB20	-0.850525076	0.008206755	zinc finger and BTB domain containing 20	NonDE	protein_coding	
ENSG00000181744	D5/D6	D5/D6_ENSG00000181744	DIPK2A	-0.325523935	0.001036719	divergent protein kinase domain 2A	NonDE	protein_coding	
ENSG00000181751	D5/D6	D5/D6_ENSG00000181751	MACIR	0.703271865	1.57E-05	macrophage immunometabolism regulator	NonDE	protein_coding	
ENSG00000181754	D5/D6	D5/D6_ENSG00000181754	AMIGO1	1.453987792	3.56E-06	adhesion molecule with Ig like domain 1	Upregulate	protein_coding	
ENSG00000181773	D5/D6	D5/D6_ENSG00000181773	GPR3	0.279308665	0.287543351	G protein-coupled receptor 3	NonDE	protein_coding	
ENSG00000181788	D5/D6	D5/D6_ENSG00000181788	SIAH2	0.938409591	3.50E-07	siah E3 ubiquitin protein ligase 2	NonDE	protein_coding	
ENSG00000181789	D5/D6	D5/D6_ENSG00000181789	COPG1	-0.206680469	0.001478571	COPI coat complex subunit gamma 1	NonDE	protein_coding	
ENSG00000181790	D5/D6	D5/D6_ENSG00000181790	ADGRB1	-0.394107876	0.130911302	adhesion G protein-coupled receptor B1	NonDE	protein_coding	
ENSG00000181800	D5/D6	D5/D6_ENSG00000181800	CELF2-AS1	0.623919713	1.67E-05	CELF2 antisense RNA 1	NonDE	lncRNA	
ENSG00000181803	D5/D6	D5/D6_ENSG00000181803	OR6S1	-1.48743776	0.000990233	olfactory receptor family 6 subfamily S member 1	Downregulate	protein_coding	
ENSG00000181817	D5/D6	D5/D6_ENSG00000181817	LSM10	0.221389948	0.032722828	LSM10, U7 small nuclear RNA associated	NonDE	protein_coding	
ENSG00000181826	D5/D6	D5/D6_ENSG00000181826	RELL1	0.549946666	0.000664345	RELT like 1	NonDE	protein_coding	
ENSG00000181827	D5/D6	D5/D6_ENSG00000181827	RFX7	-0.077207774	0.039637993	regulatory factor X7	NonDE	protein_coding	
ENSG00000181847	D5/D6	D5/D6_ENSG00000181847	TIGIT	-1.80215681	0.000433234	T cell immunoreceptor with Ig and ITIM domains	Downregulate	protein_coding	
ENSG00000181852	D5/D6	D5/D6_ENSG00000181852	RNF41	0.344267064	0.021753848	ring finger protein 41	NonDE	protein_coding	
ENSG00000181915	D5/D6	D5/D6_ENSG00000181915	ADO	-0.10284669	0.073079758	2-aminoethanethiol dioxygenase	NonDE	protein_coding	
ENSG00000181924	D5/D6	D5/D6_ENSG00000181924	COA4	0.230314434	0.009357601	cytochrome c oxidase assembly factor 4 homolog	NonDE	protein_coding	
ENSG00000182004	D5/D6	D5/D6_ENSG00000182004	SNRPE	0.29899515	0.00220346	small nuclear ribonucleoprotein polypeptide E	NonDE	protein_coding	
ENSG00000182013	D5/D6	D5/D6_ENSG00000182013	PNMA8A	-0.517805004	0.00041035	PNMA family member 8A	NonDE	protein_coding	
ENSG00000182054	D5/D6	D5/D6_ENSG00000182054	IDH2	-0.445545185	0.000304975	isocitrate dehydrogenase (NADP(+)) 2	NonDE	protein_coding	
ENSG00000182057	D5/D6	D5/D6_ENSG00000182057	OGFRP1	0.715895675	0.01453625	opioid growth factor receptor pseudogene 1	NonDE	lncRNA	
ENSG00000182095	D5/D6	D5/D6_ENSG00000182095	TNRC18	-0.184182629	0.039921307	trinucleotide repeat containing 18	NonDE	protein_coding	
ENSG00000182108	D5/D6	D5/D6_ENSG00000182108	DEXI	0.179973608	0.006024004	Dexi homolog	NonDE	protein_coding	
ENSG00000182117	D5/D6	D5/D6_ENSG00000182117	NOP10	0.248477452	0.005102531	NOP10 ribonucleoprotein	NonDE	protein_coding	
ENSG00000182118	D5/D6	D5/D6_ENSG00000182118	FAM89A	1.023986569	0.000753229	family with sequence similarity 89 member A	Upregulate	protein_coding	
ENSG00000182150	D5/D6	D5/D6_ENSG00000182150	ERCC6L2	-0.187610749	0.025498527	ERCC excision repair 6 like 2	NonDE	protein_coding	
ENSG00000182156	D5/D6	D5/D6_ENSG00000182156	ENPP7	-0.495948831	0.220697945	ectonucleotide pyrophosphatase/phosphodiesterase 7	NonDE	protein_coding	
ENSG00000182158	D5/D6	D5/D6_ENSG00000182158	CREB3L2	-0.292362999	0.040218878	cAMP responsive element binding protein 3 like 2	NonDE	protein_coding	
ENSG00000182162	D5/D6	D5/D6_ENSG00000182162	P2RY8	-0.891981146	3.05E-08	P2Y receptor family member 8	NonDE	protein_coding	
ENSG00000182165	D5/D6	D5/D6_ENSG00000182165	TP53TG1	-0.457105471	0.005663134	TP53 target 1	NonDE	lncRNA	
ENSG00000182173	D5/D6	D5/D6_ENSG00000182173	TSEN54	0.623431189	0.000560839	tRNA splicing endonuclease subunit 54	NonDE	protein_coding	
ENSG00000182185	D5/D6	D5/D6_ENSG00000182185	RAD51B	-0.140554117	0.049742341	RAD51 paralog B	NonDE	protein_coding	
ENSG00000182196	D5/D6	D5/D6_ENSG00000182196	ARL6IP4	-0.136646695	0.084421323	ADP ribosylation factor like GTPase 6 interacting protein 4	NonDE	protein_coding	
ENSG00000182197	D5/D6	D5/D6_ENSG00000182197	EXT1	-0.313707272	0.001299612	exostosin glycosyltransferase 1	NonDE	protein_coding	
ENSG00000182240	D5/D6	D5/D6_ENSG00000182240	BACE2	3.122151757	4.02E-05	beta-secretase 2	Upregulate	protein_coding	
ENSG00000182253	D5/D6	D5/D6_ENSG00000182253	SYNM	-1.385114678	7.10E-06	synemin	Downregulate	protein_coding	
ENSG00000182257	D5/D6	D5/D6_ENSG00000182257	PRR34	1.342141808	0.00355522	PRR34 long non-coding RNA	Upregulate	lncRNA	
ENSG00000182272	D5/D6	D5/D6_ENSG00000182272	B4GALNT4	-1.00037486	0.006805145	beta-1,4-N-acetyl-galactosaminyltransferase 4	Downregulate	protein_coding	
ENSG00000182287	D5/D6	D5/D6_ENSG00000182287	AP1S2	-0.331577008	0.000133483	adaptor related protein complex 1 subunit sigma 2	NonDE	protein_coding	
ENSG00000182307	D5/D6	D5/D6_ENSG00000182307	C8orf33	0.257989957	0.01846077	chromosome 8 open reading frame 33	NonDE	protein_coding	
ENSG00000182318	D5/D6	D5/D6_ENSG00000182318	ZSCAN22	0.19340633	0.043850437	zinc finger and SCAN domain containing 22	NonDE	protein_coding	
ENSG00000182324	D5/D6	D5/D6_ENSG00000182324	KCNJ14	0.481092907	0.020483507	potassium inwardly rectifying channel subfamily J member 14	NonDE	protein_coding	
ENSG00000182325	D5/D6	D5/D6_ENSG00000182325	FBXL6	0.281228433	0.036015235	F-box and leucine rich repeat protein 6	NonDE	protein_coding	
ENSG00000182362	D5/D6	D5/D6_ENSG00000182362	YBEY	0.298092114	0.002325567	ybeY metalloendoribonuclease	NonDE	protein_coding	
ENSG00000182372	D5/D6	D5/D6_ENSG00000182372	CLN8	0.257694186	0.033078033	CLN8 transmembrane ER and ERGIC protein	NonDE	protein_coding	
ENSG00000182378	D5/D6	D5/D6_ENSG00000182378	PLCXD1	1.223445333	2.86E-07	phosphatidylinositol specific phospholipase C X domain containing 1	Upregulate	protein_coding	
ENSG00000182379	D5/D6	D5/D6_ENSG00000182379	NXPH4	0.534012446	0.003661863	neurexophilin 4	NonDE	protein_coding	
ENSG00000182389	D5/D6	D5/D6_ENSG00000182389	CACNB4	-1.131616995	7.07E-06	calcium voltage-gated channel auxiliary subunit beta 4	Downregulate	protein_coding	
ENSG00000182397	D5/D6	D5/D6_ENSG00000182397	DNM1P46	0.512870777	0.005058138	dynamin 1 pseudogene 46	NonDE	transcribed_unprocessed_pseudogene	
ENSG00000182400	D5/D6	D5/D6_ENSG00000182400	TRAPPC6B	-0.338729635	0.0007949	trafficking protein particle complex subunit 6B	NonDE	protein_coding	
ENSG00000182405	D5/D6	D5/D6_ENSG00000182405	PGBD4	-0.165962272	0.03378618	piggyBac transposable element derived 4	NonDE	protein_coding	
ENSG00000182446	D5/D6	D5/D6_ENSG00000182446	NPLOC4	-0.094075154	0.099137744	NPL4 homolog, ubiquitin recognition factor	NonDE	protein_coding	
ENSG00000182463	D5/D6	D5/D6_ENSG00000182463	TSHZ2	-3.418597263	7.89E-06	teashirt zinc finger homeobox 2	Downregulate	protein_coding	
ENSG00000182487	D5/D6	D5/D6_ENSG00000182487	NCF1B	-0.654616893	1.83E-05	neutrophil cytosolic factor 1B pseudogene	NonDE	transcribed_unprocessed_pseudogene	
ENSG00000182489	D5/D6	D5/D6_ENSG00000182489	XKRX	0.431789914	0.064459651	XK related X-linked	NonDE	protein_coding	
ENSG00000182504	D5/D6	D5/D6_ENSG00000182504	CEP97	-0.207256319	0.006782119	centrosomal protein 97	NonDE	protein_coding	
ENSG00000182508	D5/D6	D5/D6_ENSG00000182508	LHFPL1	-1.378183173	0.010363221	LHFPL tetraspan subfamily member 1	Downregulate	protein_coding	
ENSG00000182511	D5/D6	D5/D6_ENSG00000182511	FES	0.246366776	0.044692371	FES proto-oncogene, tyrosine kinase	NonDE	protein_coding	
ENSG00000182512	D5/D6	D5/D6_ENSG00000182512	GLRX5	0.166320115	0.04503338	glutaredoxin 5	NonDE	protein_coding	
ENSG00000182534	D5/D6	D5/D6_ENSG00000182534	MXRA7	0.43278306	0.022355219	matrix remodeling associated 7	NonDE	protein_coding	
ENSG00000182557	D5/D6	D5/D6_ENSG00000182557	SPNS3	-1.296135848	5.04E-07	sphingolipid transporter 3 (putative)	Downregulate	protein_coding	
ENSG00000182568	D5/D6	D5/D6_ENSG00000182568	SATB1	0.962161449	0.000964449	SATB homeobox 1	Upregulate	protein_coding	
ENSG00000182575	D5/D6	D5/D6_ENSG00000182575	NXPH3	-1.712331396	0.000445938	neurexophilin 3	Downregulate	protein_coding	
ENSG00000182584	D5/D6	D5/D6_ENSG00000182584	NA	0.381719852	0.032247089	NA	NonDE		
ENSG00000182600	D5/D6	D5/D6_ENSG00000182600	SNORC	0.332919862	0.251624078	secondary ossification center associated regulator of chondrocyte maturation	NonDE	protein_coding	
ENSG00000182606	D5/D6	D5/D6_ENSG00000182606	TRAK1	0.236396053	0.002538318	trafficking kinesin protein 1	NonDE	protein_coding	
ENSG00000182700	D5/D6	D5/D6_ENSG00000182700	IGIP	-0.126619194	0.186726616	IgA inducing protein	NonDE	protein_coding	
ENSG00000182712	D5/D6	D5/D6_ENSG00000182712	CMC4	0.302532831	0.025649481	C-X9-C motif containing 4	NonDE	protein_coding	
ENSG00000182718	D5/D6	D5/D6_ENSG00000182718	ANXA2	-0.193891414	0.017616377	annexin A2	NonDE	protein_coding	
ENSG00000182732	D5/D6	D5/D6_ENSG00000182732	RGS6	-1.211514319	0.005908918	regulator of G protein signaling 6	Downregulate	protein_coding	
ENSG00000182768	D5/D6	D5/D6_ENSG00000182768	NGRN	0.134417376	0.028810841	neugrin, neurite outgrowth associated	NonDE	protein_coding	
ENSG00000182774	D5/D6	D5/D6_ENSG00000182774	RPS17	0.439332525	0.074678271	ribosomal protein S17	NonDE	protein_coding	
ENSG00000182782	D5/D6	D5/D6_ENSG00000182782	HCAR2	-0.264912023	0.040349286	hydroxycarboxylic acid receptor 2	NonDE	protein_coding	
ENSG00000182783	D5/D6	D5/D6_ENSG00000182783	OR2T29	-1.211579719	6.09E-05	olfactory receptor family 2 subfamily T member 29	Downregulate	protein_coding	
ENSG00000182791	D5/D6	D5/D6_ENSG00000182791	CCDC87	-0.642985255	0.147472776	coiled-coil domain containing 87	NonDE	protein_coding	
ENSG00000182810	D5/D6	D5/D6_ENSG00000182810	DDX28	0.34986451	0.0021249	DEAD-box helicase 28	NonDE	protein_coding	
ENSG00000182827	D5/D6	D5/D6_ENSG00000182827	ACBD3	-0.186186186	0.007330891	acyl-CoA binding domain containing 3	NonDE	protein_coding	
ENSG00000182841	D5/D6	D5/D6_ENSG00000182841	RRP7BP	0.483183526	5.87E-05	ribosomal RNA processing 7 homolog B, pseudogene	NonDE	transcribed_unprocessed_pseudogene	
ENSG00000182858	D5/D6	D5/D6_ENSG00000182858	ALG12	-0.212032737	0.027645966	ALG12 alpha-1,6-mannosyltransferase	NonDE	protein_coding	
ENSG00000182866	D5/D6	D5/D6_ENSG00000182866	LCK	0.214430955	0.007520536	LCK proto-oncogene, Src family tyrosine kinase	NonDE	protein_coding	
ENSG00000182871	D5/D6	D5/D6_ENSG00000182871	COL18A1	0.331051726	0.264867385	collagen type XVIII alpha 1 chain	NonDE	protein_coding	
ENSG00000182872	D5/D6	D5/D6_ENSG00000182872	RBM10	0.070234501	0.264892981	RNA binding motif protein 10	NonDE	protein_coding	
ENSG00000182873	D5/D6	D5/D6_ENSG00000182873	PRKCZ-AS1	0.693387047	0.030573259	PRKCZ antisense RNA 1	NonDE	lncRNA	
ENSG00000182899	D5/D6	D5/D6_ENSG00000182899	RPL35A	0.190922696	0.002100864	ribosomal protein L35a	NonDE	protein_coding	
ENSG00000182919	D5/D6	D5/D6_ENSG00000182919	C11orf54	-0.184818671	0.036208354	chromosome 11 open reading frame 54	NonDE	protein_coding	
ENSG00000182923	D5/D6	D5/D6_ENSG00000182923	CEP63	0.15445782	0.088521296	centrosomal protein 63	NonDE	protein_coding	
ENSG00000182934	D5/D6	D5/D6_ENSG00000182934	SRPRA	-0.193414099	0.005667823	SRP receptor subunit alpha	NonDE	protein_coding	
ENSG00000182944	D5/D6	D5/D6_ENSG00000182944	EWSR1	0.154442667	0.003981532	EWS RNA binding protein 1	NonDE	protein_coding	
ENSG00000182952	D5/D6	D5/D6_ENSG00000182952	HMGN4	0.171129849	0.003237524	high mobility group nucleosomal binding domain 4	NonDE	protein_coding	
ENSG00000182957	D5/D6	D5/D6_ENSG00000182957	SPATA13	-0.664617157	0.08446093	spermatogenesis associated 13	NonDE	protein_coding	
ENSG00000182963	D5/D6	D5/D6_ENSG00000182963	GJC1	-0.981254824	0.001082783	gap junction protein gamma 1	Downregulate	protein_coding	
ENSG00000182973	D5/D6	D5/D6_ENSG00000182973	CNOT10	0.324248237	0.008408496	CCR4-NOT transcription complex subunit 10	NonDE	protein_coding	
ENSG00000182979	D5/D6	D5/D6_ENSG00000182979	MTA1	0.525517784	3.71E-05	metastasis associated 1	NonDE	protein_coding	
ENSG00000182985	D5/D6	D5/D6_ENSG00000182985	CADM1	-0.626435639	4.80E-05	cell adhesion molecule 1	NonDE	protein_coding	
ENSG00000183010	D5/D6	D5/D6_ENSG00000183010	PYCR1	0.223173661	0.007767113	pyrroline-5-carboxylate reductase 1	NonDE	protein_coding	
ENSG00000183018	D5/D6	D5/D6_ENSG00000183018	SPNS2	0.753553104	0.021767617	sphingolipid transporter 2	NonDE	protein_coding	
ENSG00000183020	D5/D6	D5/D6_ENSG00000183020	AP2A2	0.099472758	0.110065648	adaptor related protein complex 2 subunit alpha 2	NonDE	protein_coding	
ENSG00000183022	D5/D6	D5/D6_ENSG00000183022	TPM3P8	-0.724461026	0.083795032	tropomyosin 3 pseudogene 8	Downregulate	processed_pseudogene	
ENSG00000183049	D5/D6	D5/D6_ENSG00000183049	CAMK1D	-0.207138848	0.001262976	calcium/calmodulin dependent protein kinase ID	NonDE	protein_coding	
ENSG00000183054	D5/D6	D5/D6_ENSG00000183054	RGPD6	-1.105847121	1.48E-07	RANBP2 like and GRIP domain containing 6	Downregulate	protein_coding	
ENSG00000183060	D5/D6	D5/D6_ENSG00000183060	LYSMD4	-0.357576122	0.065046399	LysM domain containing 4	NonDE	protein_coding	
ENSG00000183066	D5/D6	D5/D6_ENSG00000183066	WBP2NL	-0.597386982	0.012327234	WBP2 N-terminal like	NonDE	protein_coding	
ENSG00000183077	D5/D6	D5/D6_ENSG00000183077	AFMID	0.635145432	0.000136217	arylformamidase	NonDE	protein_coding	
ENSG00000183087	D5/D6	D5/D6_ENSG00000183087	GAS6	-0.638509203	0.003064675	growth arrest specific 6	NonDE	protein_coding	
ENSG00000183091	D5/D6	D5/D6_ENSG00000183091	NEB	-0.765452448	0.000217111	nebulin	NonDE	protein_coding	
ENSG00000183092	D5/D6	D5/D6_ENSG00000183092	BEGAIN	0.83008467	0.046492056	brain enriched guanylate kinase associated	Upregulate	protein_coding	
ENSG00000183111	D5/D6	D5/D6_ENSG00000183111	ARHGEF37	0.54542894	0.006242047	Rho guanine nucleotide exchange factor 37	NonDE	protein_coding	
ENSG00000183128	D5/D6	D5/D6_ENSG00000183128	CALHM3	-0.475123734	0.050178453	calcium homeostasis modulator 3	NonDE	protein_coding	
ENSG00000183150	D5/D6	D5/D6_ENSG00000183150	GPR19	-0.835846848	0.008922672	G protein-coupled receptor 19	NonDE	protein_coding	
ENSG00000183207	D5/D6	D5/D6_ENSG00000183207	RUVBL2	0.166728806	0.01148506	RuvB like AAA ATPase 2	NonDE	protein_coding	
ENSG00000183246	D5/D6	D5/D6_ENSG00000183246	RIMBP3C	1.286713949	0.00035957	RIMS binding protein 3C	Upregulate	protein_coding	
ENSG00000183250	D5/D6	D5/D6_ENSG00000183250	LINC01547	-0.202705341	0.069003501	long intergenic non-protein coding RNA 1547	NonDE	lncRNA	
ENSG00000183258	D5/D6	D5/D6_ENSG00000183258	DDX41	0.136055159	0.04858746	DEAD-box helicase 41	NonDE	protein_coding	
ENSG00000183281	D5/D6	D5/D6_ENSG00000183281	PLGLB1	0.482882032	0.006872175	plasminogen like B1	NonDE	protein_coding	
ENSG00000183283	D5/D6	D5/D6_ENSG00000183283	DAZAP2	-0.072972753	0.111415313	DAZ associated protein 2	NonDE	protein_coding	
ENSG00000183287	D5/D6	D5/D6_ENSG00000183287	CCBE1	-1.074951966	0.010361107	collagen and calcium binding EGF domains 1	Downregulate	protein_coding	
ENSG00000183291	D5/D6	D5/D6_ENSG00000183291	SELENOF	0.200149333	0.154125512	selenoprotein F	NonDE	protein_coding	
ENSG00000183298	D5/D6	D5/D6_ENSG00000183298	RPSAP19	0.357512855	0.106781653	ribosomal protein SA pseudogene 19	NonDE	processed_pseudogene	
ENSG00000183309	D5/D6	D5/D6_ENSG00000183309	ZNF623	0.260946867	0.000697738	zinc finger protein 623	NonDE	protein_coding	
ENSG00000183310	D5/D6	D5/D6_ENSG00000183310	OR2T34	-0.901195192	0.00701403	olfactory receptor family 2 subfamily T member 34	Downregulate	protein_coding	
ENSG00000183323	D5/D6	D5/D6_ENSG00000183323	CCDC125	0.198384849	0.019898109	coiled-coil domain containing 125	NonDE	protein_coding	
ENSG00000183340	D5/D6	D5/D6_ENSG00000183340	JRKL	0.185985711	0.036108509	JRK like	NonDE	protein_coding	
ENSG00000183354	D5/D6	D5/D6_ENSG00000183354	KIAA2026	-0.248184736	0.065227492	KIAA2026	NonDE	protein_coding	
ENSG00000183386	D5/D6	D5/D6_ENSG00000183386	FHL3	0.526006786	0.00057182	four and a half LIM domains 3	NonDE	protein_coding	
ENSG00000183401	D5/D6	D5/D6_ENSG00000183401	CCDC159	-0.524024624	0.000388871	coiled-coil domain containing 159	NonDE	protein_coding	
ENSG00000183423	D5/D6	D5/D6_ENSG00000183423	LRIT3	0.828610999	0.035741138	leucine rich repeat, Ig-like and transmembrane domains 3	NonDE	protein_coding	
ENSG00000183426	D5/D6	D5/D6_ENSG00000183426	NPIPA1	0.406083347	0.000429527	nuclear pore complex interacting protein family member A1	NonDE	protein_coding	
ENSG00000183431	D5/D6	D5/D6_ENSG00000183431	SF3A3	0.212760394	0.003950728	splicing factor 3a subunit 3	NonDE	protein_coding	
ENSG00000183439	D5/D6	D5/D6_ENSG00000183439	TRIM61	-3.07299262	8.88E-07	tripartite motif containing 61	Downregulate	protein_coding	
ENSG00000183458	D5/D6	D5/D6_ENSG00000183458	PKD1P3	0.374680386	0.000514259	polycystin 1, transient receptor potential channel interacting pseudogene 3	NonDE	transcribed_unprocessed_pseudogene	
ENSG00000183474	D5/D6	D5/D6_ENSG00000183474	GTF2H2C	0.402453273	0.000137388	GTF2H2 family member C	NonDE	protein_coding	
ENSG00000183479	D5/D6	D5/D6_ENSG00000183479	TREX2	0.56200071	0.055684518	three prime repair exonuclease 2	NonDE	protein_coding	
ENSG00000183484	D5/D6	D5/D6_ENSG00000183484	GPR132	-0.822614239	0.00347453	G protein-coupled receptor 132	Downregulate	protein_coding	
ENSG00000183496	D5/D6	D5/D6_ENSG00000183496	MEX3B	0.801509388	0.000683288	mex-3 RNA binding family member B	NonDE	protein_coding	
ENSG00000183506	D5/D6	D5/D6_ENSG00000183506	PI4KAP2	0.22460726	0.018269007	phosphatidylinositol 4-kinase alpha pseudogene 2	NonDE	transcribed_unitary_pseudogene	
ENSG00000183508	D5/D6	D5/D6_ENSG00000183508	TENT5C	-1.562987813	5.58E-08	terminal nucleotidyltransferase 5C	Downregulate	protein_coding	
ENSG00000183513	D5/D6	D5/D6_ENSG00000183513	COA5	0.177664792	0.017185294	cytochrome c oxidase assembly factor 5	NonDE	protein_coding	
ENSG00000183520	D5/D6	D5/D6_ENSG00000183520	UTP11	0.167688792	0.017191302	UTP11 small subunit processome component	NonDE	protein_coding	
ENSG00000183527	D5/D6	D5/D6_ENSG00000183527	PSMG1	0.309664708	0.000709036	proteasome assembly chaperone 1	NonDE	protein_coding	
ENSG00000183569	D5/D6	D5/D6_ENSG00000183569	SERHL2	0.750726535	0.000388497	serine hydrolase like 2	NonDE	protein_coding	
ENSG00000183570	D5/D6	D5/D6_ENSG00000183570	PCBP3	1.094523635	0.015616165	poly(rC) binding protein 3	Upregulate	protein_coding	
ENSG00000183576	D5/D6	D5/D6_ENSG00000183576	SETD3	0.251803246	0.001488766	SET domain containing 3, actin histidine methyltransferase	NonDE	protein_coding	
ENSG00000183597	D5/D6	D5/D6_ENSG00000183597	TANGO2	0.122038948	0.064393072	transport and golgi organization 2 homolog	NonDE	protein_coding	
ENSG00000183605	D5/D6	D5/D6_ENSG00000183605	SFXN4	0.429687176	0.000281571	sideroflexin 4	NonDE	protein_coding	
ENSG00000183624	D5/D6	D5/D6_ENSG00000183624	HMCES	0.230982888	0.012643253	5-hydroxymethylcytosine binding, ES cell specific	NonDE	protein_coding	
ENSG00000183648	D5/D6	D5/D6_ENSG00000183648	NDUFB1	-0.169262026	0.089611939	NADH:ubiquinone oxidoreductase subunit B1	NonDE	protein_coding	
ENSG00000183655	D5/D6	D5/D6_ENSG00000183655	KLHL25	0.550911767	0.000463648	kelch like family member 25	NonDE	protein_coding	
ENSG00000183665	D5/D6	D5/D6_ENSG00000183665	TRMT12	0.199000904	0.031366493	tRNA methyltransferase 12 homolog	NonDE	protein_coding	
ENSG00000183682	D5/D6	D5/D6_ENSG00000183682	BMP8A	0.331750728	0.114020023	bone morphogenetic protein 8a	NonDE	protein_coding	
ENSG00000183684	D5/D6	D5/D6_ENSG00000183684	ALYREF	0.289206297	0.003117741	Aly/REF export factor	NonDE	protein_coding	
ENSG00000183688	D5/D6	D5/D6_ENSG00000183688	RFLNB	1.214269812	1.10E-07	refilin B	Upregulate	protein_coding	
ENSG00000183722	D5/D6	D5/D6_ENSG00000183722	LHFPL6	-2.314495387	1.36E-05	LHFPL tetraspan subfamily member 6	Downregulate	protein_coding	
ENSG00000183723	D5/D6	D5/D6_ENSG00000183723	CMTM4	1.093689177	0.000362342	CKLF like MARVEL transmembrane domain containing 4	Upregulate	protein_coding	
ENSG00000183741	D5/D6	D5/D6_ENSG00000183741	CBX6	0.36013757	2.25E-05	chromobox 6	NonDE	protein_coding	
ENSG00000183742	D5/D6	D5/D6_ENSG00000183742	MACC1	-1.416719244	1.12E-06	MET transcriptional regulator MACC1	Downregulate	protein_coding	
ENSG00000183751	D5/D6	D5/D6_ENSG00000183751	TBL3	0.328339957	0.00250064	transducin beta like 3	NonDE	protein_coding	
ENSG00000183762	D5/D6	D5/D6_ENSG00000183762	KREMEN1	-1.13388422	0.003380789	kringle containing transmembrane protein 1	Downregulate	protein_coding	
ENSG00000183765	D5/D6	D5/D6_ENSG00000183765	CHEK2	0.150880021	0.117075716	checkpoint kinase 2	NonDE	protein_coding	
ENSG00000183779	D5/D6	D5/D6_ENSG00000183779	ZNF703	0.570274079	0.073456169	zinc finger protein 703	NonDE	protein_coding	
ENSG00000183780	D5/D6	D5/D6_ENSG00000183780	SLC35F3	2.471141301	3.85E-06	solute carrier family 35 member F3	Upregulate	protein_coding	
ENSG00000183793	D5/D6	D5/D6_ENSG00000183793	NPIPA5	0.42174335	0.000375282	nuclear pore complex interacting protein family member A5	NonDE	protein_coding	
ENSG00000183808	D5/D6	D5/D6_ENSG00000183808	RBM12B	0.221550086	0.285282606	RNA binding motif protein 12B	NonDE	protein_coding	
ENSG00000183813	D5/D6	D5/D6_ENSG00000183813	CCR4	-2.204772285	3.84E-07	C-C motif chemokine receptor 4	Downregulate	protein_coding	
ENSG00000183828	D5/D6	D5/D6_ENSG00000183828	NUDT14	0.456564513	0.011714121	nudix hydrolase 14	NonDE	protein_coding	
ENSG00000183833	D5/D6	D5/D6_ENSG00000183833	CFAP91	-1.437546893	0.000149473	cilia and flagella associated protein 91	Downregulate	protein_coding	
ENSG00000183850	D5/D6	D5/D6_ENSG00000183850	ZNF730	-0.509710673	0.029989824	zinc finger protein 730	NonDE	protein_coding	
ENSG00000183864	D5/D6	D5/D6_ENSG00000183864	TOB2	0.226734841	0.000606184	transducer of ERBB2, 2	NonDE	protein_coding	
ENSG00000183889	D5/D6	D5/D6_ENSG00000183889		0.338703831	0.002992703	novel member of the nuclear pore complex interacting protein NPIP gene family	NonDE		
ENSG00000183891	D5/D6	D5/D6_ENSG00000183891	TTC32	-0.361508966	0.001435394	tetratricopeptide repeat domain 32	NonDE	protein_coding	
ENSG00000183943	D5/D6	D5/D6_ENSG00000183943	PRKX	0.680293045	2.46E-07	protein kinase X-linked	NonDE	protein_coding	
ENSG00000183963	D5/D6	D5/D6_ENSG00000183963	SMTN	-0.663904387	0.000875305	smoothelin	NonDE	protein_coding	
ENSG00000183971	D5/D6	D5/D6_ENSG00000183971	NPW	1.699522083	0.00079732	neuropeptide W	Upregulate	protein_coding	
ENSG00000183978	D5/D6	D5/D6_ENSG00000183978	COA3	-0.253237527	0.020259399	cytochrome c oxidase assembly factor 3	NonDE	protein_coding	
ENSG00000183979	D5/D6	D5/D6_ENSG00000183979	NPB	0.767305129	0.024033157	neuropeptide B	NonDE	protein_coding	
ENSG00000184005	D5/D6	D5/D6_ENSG00000184005	ST6GALNAC3	-0.261754029	0.005932307	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	NonDE	protein_coding	
ENSG00000184007	D5/D6	D5/D6_ENSG00000184007	PTP4A2	0.278337748	0.001015528	protein tyrosine phosphatase 4A2	NonDE	protein_coding	
ENSG00000184009	D5/D6	D5/D6_ENSG00000184009	ACTG1	0.273739039	0.002777393	actin gamma 1	NonDE	protein_coding	
ENSG00000184014	D5/D6	D5/D6_ENSG00000184014	DENND5A	-0.680485085	1.56E-06	DENN domain containing 5A	NonDE	protein_coding	
