ensembl_id	Sample	Sample_pair	Gene_name	test_1	test_2	test_3	test_mean	D6_1	D6_2	D6_3	D6_mean	log2FC	DEG	p_value
ENSG00000231475	F7	F7/D6	IGHV4-31	0.114928	0.133554	NA	0.124241	1.36188	1.294415	1.143218	1.266504333	-3.349637062	Downregulate	0.0009
ENSG00000235244	F7	F7/D6	DANT2	0.000147	0.000185	0.00018	0.000170667	0.000789	0.000767	0.000811	0.000789	-2.207701884	Downregulate	0
ENSG00000236081	F7	F7/D6	ELFN1-AS1	0.034191	0.02613	0.025153	0.028491333	0.009178	0.00795	0.008043	0.008390333	1.763733036	Upregulate	0.0182
ENSG00000239951	F7	F7/D6	IGKV3-20	0.013702	0.014366	0.015999	0.014689	1.918174	1.814074	1.49302	1.741756	-6.88968183	Downregulate	0.0054
ENSG00000239975	F7	F7/D6	IGKV1D-33	0.082754	0.076753	0.074355	0.077954	0.416888	0.423529	0.420429	0.420282	-2.430667687	Downregulate	0
ENSG00000242076	F7	F7/D6	IGKV1-33	0.073908	0.071524	0.076604	0.074012	0.576143	0.554439	0.572957	0.567846333	-2.939673003	Downregulate	0
ENSG00000243238	F7	F7/D6	IGKV2-30	2.235607	2.362913	2.235607	2.278042333	0.005433	0.005394	0.005402	0.005409667	8.718087757	Upregulate	0.0003
ENSG00000243290	F7	F7/D6	IGKV1-12	1.115559	1.170047	1.143888	1.143164667	0.149253	0.162954	NA	0.1561035	2.872002986	Upregulate	0.0008
ENSG00000243466	F7	F7/D6	IGKV1-5	0.013325	0.012919	0.014239	0.013494333	1.887836	1.987333	1.711704	1.862291	-7.108584771	Downregulate	0.0019
ENSG00000244116	F7	F7/D6	IGKV2-28	0.034868	0.030548	0.031846	0.032420667	0.017933	0.017344	0.018491	0.017922667	0.855088875	NonDE	0.0004
ENSG00000244437	F7	F7/D6	IGKV3-15	0.800404	0.934846	0.702271	0.812507	0.501643	0.403554	0.532308	0.479168333	0.761847284	NonDE	0.0128
ENSG00000254319	F7	F7/D6	LINC03021	0.001099	0.001052	0.001093	0.001081333	0.011197	0.009305	0.010284	0.010262	-3.246636482	Downregulate	0.0035
ENSG00000260896	F7	F7/D6	ARLNC1	0.002029	0.001903	0.001883	0.001938333	0.005469	0.005294	0.005082	0.005281667	-1.446025449	Downregulate	0
ENSG00000000938	M8	M8/D6	FGR	0.363023	0.351899	0.336933	0.350618333	0.385446	0.360008	0.391369	0.378941	-0.11207076	NonDE	0.0816
ENSG00000014257	M8	M8/D6	ACP3	0.000406	0.000512	0.000468	0.000462	0.005385	0.005385	0.004763	0.005177667	-3.487163833	Downregulate	0.0016
ENSG00000049247	M8	M8/D6	UTS2	0.029393	0.027837	0.033012	0.030080667	0.010829	0.009281	0.009097	0.009735667	1.627465553	Upregulate	0.0002
ENSG00000056558	M8	M8/D6	TRAF1	0.803925	0.68261	0.700003	0.728846	0.940457	0.916453	0.897531	0.918147	-0.333110763	NonDE	0.009
ENSG00000064300	M8	M8/D6	NGFR	0.000523	0.000519	0.000549	0.000530333	0.000589	0.000698	0.00067	0.000652333	-0.299133244	NonDE	0.023
ENSG00000064655	M8	M8/D6	EYA2	0.000754	0.000651	0.000536	0.000647	0.01311	0.011904	0.011459	0.012157667	-4.23211712	Downregulate	0.0016
ENSG00000066923	M8	M8/D6	STAG3	0.376225	0.414104	0.398753	0.396360667	0.339018	0.394948	0.366614	0.36686	0.111584998	NonDE	0.2056
ENSG00000071575	M8	M8/D6	TRIB2	0.012808	0.013469	0.014238	0.013505	0.01165	0.00941	0.009395	0.010151667	0.411783543	NonDE	0.0173
ENSG00000075275	M8	M8/D6	CELSR1	0.003616	0.003262	0.003112	0.00333	0.005167	0.004292	0.003996	0.004485	-0.429567952	NonDE	0.039
ENSG00000076356	M8	M8/D6	PLXNA2	0.018203	0.016999	0.019134	0.018112	0.001099	0.001022	0.001003	0.001041333	4.120196646	Upregulate	0.0013
ENSG00000089199	M8	M8/D6	CHGB	0.000226	0.000263	0.000299	0.000262667	0.000115	0.000091	0.000093	9.96667E-05	1.397759118	Upregulate	0.0019
ENSG00000100433	M8	M8/D6	KCNK10	0.003573	0.00305	0.003241	0.003288	0.001063	0.000969	0.001271	0.001101	1.578286969	Upregulate	0.0002
ENSG00000106004	M8	M8/D6	HOXA5	0.000565	0.000335	0.000333	0.000411	0.000659	0.000724	0.000568	0.000650333	-0.66162238	NonDE	0.0554
ENSG00000108381	M8	M8/D6	ASPA	0.000277	0.000267	0.000226	0.000256667	0.007739	0.008378	0.008898	0.008338333	-5.019902757	Downregulate	0.0017
ENSG00000108821	M8	M8/D6	COL1A1	0.005227	0.004893	0.004445	0.004855	0.012439	0.011708	0.011521	0.011889333	-1.292113909	Downregulate	0
ENSG00000108984	M8	M8/D6	MAP2K6	0.175527	0.171071	0.239113	0.195237	0.101604	0.132488	0.121139	0.118410333	0.721432368	NonDE	0.0318
ENSG00000109158	M8	M8/D6	GABRA4	0.001414	0.001525	0.001476	0.001471667	0.002049	0.002177	0.002191	0.002139	-0.539193535	NonDE	0.0003
ENSG00000115604	M8	M8/D6	IL18R1	0.113742	0.116019	0.097499	0.109086667	0.094047	0.111509	0.08836	0.097972	0.155031114	NonDE	0.2882
ENSG00000115616	M8	M8/D6	SLC9A2	0.001821	0.002027	0.001799	0.001882333	0.001321	0.001203	0.001193	0.001239	0.603622611	NonDE	0.0015
ENSG00000115828	M8	M8/D6	QPCT	0.026152	0.029363	0.028177	0.027897333	0.009196	0.009123	0.0086	0.008973	1.63647383	Upregulate	0
ENSG00000118508	M8	M8/D6	RAB32	0.008766	0.012117	0.009817	0.010233333	0.01559	0.014494	0.015004	0.015029333	-0.55452479	NonDE	0.0099
ENSG00000121594	M8	M8/D6	CD80	0.628129	0.601082	0.696712	0.641974333	1.17639	1.255939	1.204777	1.212368667	-0.917241595	NonDE	0.0001
ENSG00000124557	M8	M8/D6	BTN1A1	0.000535	0.000583	0.000662	0.000593333	0.001295	0.00155	0.001505	0.00145	-1.261405156	Downregulate	0.0044
ENSG00000126010	M8	M8/D6	GRPR	0.035026	0.032208	0.037652	0.034962	0.010732	0.009789	0.009372	0.009964333	1.810979102	Upregulate	0.0001
ENSG00000127329	M8	M8/D6	PTPRB	0.00096	0.000667	0.000748	0.000791667	0.002102	0.001827	0.002088	0.002005667	-1.341173785	Downregulate	0.0006
ENSG00000132002	M8	M8/D6	DNAJB1	0.153961	0.127109	0.149875	0.143648333	0.510919	0.440547	0.393672	0.448379333	-1.642180478	Downregulate	0.001
ENSG00000134061	M8	M8/D6	CD180	0.148943	0.114755	0.134729	0.132809	0.119352	0.132256	0.125791	0.125799667	0.078227133	NonDE	0.5443
ENSG00000134215	M8	M8/D6	VAV3	0.001527	0.001456	0.001386	0.001456333	0.004346	0.00479	0.003521	0.004219	-1.534342784	Downregulate	0.0167
ENSG00000136244	M8	M8/D6	IL6	0.005349	0.005349	0.006007	0.005568333	0.011955	0.012155	0.010767	0.011625667	-1.061971787	Downregulate	0.0002
ENSG00000139687	M8	M8/D6	RB1	0.425147	0.423617	0.442372	0.430378667	0.314239	0.381944	0.356515	0.350899333	0.294550617	NonDE	0.0183
ENSG00000142871	M8	M8/D6	CCN1	0.002271	0.002236	0.002184	0.002230333	0.003076	0.003371	0.003454	0.003300333	-0.565288039	NonDE	0.0008
ENSG00000163040	M8	M8/D6	CCDC74A	0.006283	0.00616	0.005924	0.006122333	0.024874	0.021159	0.021417	0.022483333	-1.876702807	Downregulate	0.005
ENSG00000163814	M8	M8/D6	CDCP1	0.00156	0.0018	0.001746	0.001702	0.002604	0.002514	0.002333	0.002483667	-0.54540432	NonDE	0.0019
ENSG00000164458	M8	M8/D6	TBXT	0.023302	0.024943	0.024221	0.024155333	0.019695	0.020839	0.020397	0.020310333	0.250136985	NonDE	0.0027
ENSG00000165029	M8	M8/D6	ABCA1	0.006459	0.006888	0.007581	0.006976	0.001592	0.001866	0.001793	0.001750333	1.994672216	Upregulate	0.0001
ENSG00000166211	M8	M8/D6	SPIC	0.003629	0.003509	0.003426	0.003521333	0.013066	0.014425	0.012964	0.013485	-1.937186583	Downregulate	0.0019
ENSG00000168938	M8	M8/D6	PPIC	0.002525	0.002624	0.002373	0.002507333	0.003992	0.003436	0.003517	0.003648333	-0.541266552	NonDE	0.0037
ENSG00000169860	M8	M8/D6	P2RY1	0.005083	0.004911	0.004336	0.004776667	0.002847	0.002961	0.002989	0.002932333	0.703863279	NonDE	0.0013
ENSG00000170627	M8	M8/D6	GTSF1	0.067891	0.05751	0.057746	0.061049	0.015528	0.012599	0.014441	0.014189333	2.105158562	Upregulate	0.0002
ENSG00000173110	M8	M8/D6	HSPA6	0.023145	0.026935	0.026755	0.025611667	0.274137	0.302743	0.256204	0.277694667	-3.438633961	Downregulate	0.0027
ENSG00000173208	M8	M8/D6	ABCD2	0.020472	0.018611	0.022794	0.020625667	0.023951	0.030595	0.025355	0.026633667	-0.368846079	NonDE	0.0633
ENSG00000176749	M8	M8/D6	CDK5R1	0.093131	0.082121	0.074801	0.083351	0.111909	0.129193	0.112018	0.117706667	-0.497925282	NonDE	0.0118
ENSG00000177606	M8	M8/D6	JUN	0.242395	0.311204	0.371037	0.308212	0.474825	0.45523	0.49819	0.476081667	-0.627284918	NonDE	0.0128
ENSG00000179241	M8	M8/D6	LDLRAD3	0.018766	0.017467	0.016363	0.017532	0.001998	0.002097	0.00229	0.002128333	3.042252135	Upregulate	0.0018
ENSG00000180613	M8	M8/D6	GSX2	0.007343	0.006896	0.006538	0.006925667	0.000392	0.000488	0.00045	0.000443333	3.965451874	Upregulate	0.0011
ENSG00000186340	M8	M8/D6	THBS2	0.000594	0.000516	0.000354	0.000488	0.000601	0.000558	0.000735	0.000631333	-0.371975983	NonDE	0.1797
ENSG00000188641	M8	M8/D6	DPYD	0.438222	0.529695	0.525307	0.497741333	0.221882	0.272753	0.349186	0.281273667	0.82342155	NonDE	0.0104
ENSG00000204434	M8	M8/D6	POTEKP	0.00767	0.006918	0.007166	0.007251333	0.003011	0.002056	0.002418	0.002495	1.539469352	Upregulate	0.0002
ENSG00000211599	M8	M8/D6	IGKV5-2	5.654763	5.840803	5.547227	5.680931	0.006071	0.006361	0.004791	0.005741	9.950586903	Upregulate	0.0002
ENSG00000211637	M8	M8/D6	IGLV4-69	0.002969	0.003174	0.003844	0.003329	0.224181	0.243861	0.2102	0.226080667	-6.085590724	Downregulate	0.0019
ENSG00000211638	M8	M8/D6	IGLV8-61	0.57645	0.50406	0.5106	0.53037	0.0329	0.023723	0.025992	0.027538333	4.267477395	Upregulate	0.0019
ENSG00000211640	M8	M8/D6	IGLV6-57	0.018439	0.019073	0.01932	0.018944	3.156954	3.307024	3.309087	3.257688333	-7.42596954	Downregulate	0.0002
ENSG00000211645	M8	M8/D6	IGLV1-50	5.022828	6.10927	7.797978	6.310025333	0.860711	0.861785	0.901313	0.874603	2.85094586	Upregulate	0.0213
ENSG00000211648	M8	M8/D6	IGLV1-47	3.008547	3.460707	3.334722	3.267992	1.221878	1.09013	0.987738	1.099915333	1.571012165	Upregulate	0.0001
ENSG00000211651	M8	M8/D6	IGLV1-44	2.08792	1.974472	1.748196	1.936862667	1.565692	1.219847	1.451053	1.412197333	0.455780178	NonDE	0.0212
ENSG00000211653	M8	M8/D6	IGLV1-40	9.403514	9.193409	9.951403	9.516108667	0.644745	0.792619	0.652704	0.696689333	3.771784638	Upregulate	0
ENSG00000211655	M8	M8/D6	IGLV1-36	0.000144	0.000139	0.000141	0.000141333	0.119883	0.120008	0.115239	0.118376667	-9.706913378	Downregulate	0.0002
ENSG00000211660	M8	M8/D6	IGLV2-23	0.002227	0.002396	0.001964	0.002195667	10.428068	10.183771	10.951071	10.52097	-12.22625741	Downregulate	0.0005
ENSG00000211663	M8	M8/D6	IGLV3-19	0.110683	0.103085	0.117546	0.110438	0.345223	0.332241	0.324165	0.333876333	-1.596079134	Downregulate	0
ENSG00000211666	M8	M8/D6	IGLV2-14	0.000417	0.000344	0.000389	0.000383333	10.753244	10.702679	10.176715	10.54421267	-14.74787623	Downregulate	0.0003
ENSG00000211668	M8	M8/D6	IGLV2-11	0.00005	0.000079	0.000075	0.000068	0.011904	0.014357	0.014427	0.013562667	-7.640669115	Downregulate	0.0038
ENSG00000211670	M8	M8/D6	IGLV3-9	0.210462	0.204282	0.243676	0.219473333	0.006585	0.007556	0.006289	0.00681	5.010270915	Upregulate	0.0033
ENSG00000211893	M8	M8/D6	IGHG2	6.86202	5.298681	7.065704	6.408801667	7.322823	6.683482	8.939536	7.648613667	-0.255143696	NonDE	0.2286
ENSG00000211895	M8	M8/D6	IGHA1	0.00822	0.008335	0.008641	0.008398667	0.119477	0.117987	0.107224	0.114896	-3.774011801	Downregulate	0.0013
ENSG00000211934	M8	M8/D6	IGHV1-2	0.057231	0.061347	0.053628	0.057402	0.319075	0.305441	0.310802	0.311772667	-2.441323892	Downregulate	0
ENSG00000211935	M8	M8/D6	IGHV1-3	8.602961	6.919814	7.285527	7.602767333	0.111736	0.113981	0.172213	0.132643333	5.840899703	Upregulate	0.0046
ENSG00000211943	M8	M8/D6	IGHV3-15	2.087149	1.633236	1.404769	1.708384667	0.089341	0.077727	0.074118	0.080395333	4.409375216	Upregulate	0.0148
ENSG00000211945	M8	M8/D6	IGHV1-18	0.02319	0.017976	0.208354	0.083173333	2.287545	2.254957	2.021884	2.188128667	-6.732100256	Downregulate	0.0015
ENSG00000211947	M8	M8/D6	IGHV3-21	0.00345	0.003656	0.003448	0.003518	0.01386	0.016435	0.015431	0.015242	-2.115126058	Downregulate	0.0038
ENSG00000211950	M8	M8/D6	IGHV1-24	0.004307	0.004815	0.004867	0.004663	0.001289	0.001464	0.001207	0.00132	1.82047004	Upregulate	0.0001
ENSG00000211959	M8	M8/D6	IGHV4-39	0.013752	0.014855	0.01799	0.015532333	2.412452	2.571482	2.673816	2.552583333	-7.360514472	Downregulate	0.0009
ENSG00000211970	M8	M8/D6	IGHV4-61	0.058577	0.06009	0.058079	0.058915333	4.828918	4.734132	4.682244	4.748431333	-6.332666463	Downregulate	0.0001
ENSG00000211973	M8	M8/D6	IGHV1-69	0.010148	0.010279	0.009883	0.010103333	1.63902	1.639361	1.529154	1.602511667	-7.309374618	Downregulate	0.0005
ENSG00000224041	M8	M8/D6	IGKV3D-15	0.012153	0.011986	0.012937	0.012358667	1.231998	1.097864	0.95482	1.094894	-6.469157253	Downregulate	0.0054
ENSG00000224373	M8	M8/D6	IGHV4-59	0.011622	0.015712	0.015629	0.014321	0.532025	0.479255	0.559328	0.523536	-5.192081662	Downregulate	0.0021
ENSG00000224559	M8	M8/D6	LINC01087	0.006626	0.006763	0.006509	0.006632667	0.004309	0.004225	0.004256	0.004263333	0.637562385	NonDE	0
ENSG00000224650	M8	M8/D6	IGHV3-74	0.003885	0.004391	0.004976	0.004417333	0.127523	0.120385	0.122024	0.123310667	-4.802944846	Downregulate	0.0003
ENSG00000231475	M8	M8/D6	IGHV4-31	0.143008	0.132831	0.113579	0.129806	1.36188	1.294415	1.143218	1.266504333	-3.286422759	Downregulate	0.0028
ENSG00000235244	M8	M8/D6	DANT2	0.010363	0.010111	0.010126	0.0102	0.000789	0.000767	0.000811	0.000789	3.692813903	Upregulate	0.0001
ENSG00000236081	M8	M8/D6	ELFN1-AS1	0.001042	0.001168	0.000964	0.001058	0.009178	0.00795	0.008043	0.008390333	-2.987603514	Downregulate	0.0024
ENSG00000239951	M8	M8/D6	IGKV3-20	0.339677	0.251309	0.327924	0.306303333	1.918174	1.814074	1.49302	1.741756	-2.507510479	Downregulate	0.0004
ENSG00000239975	M8	M8/D6	IGKV1D-33	0.15253	0.138664	0.144793	0.145329	0.416888	0.423529	0.420429	0.420282	-1.532033505	Downregulate	0
ENSG00000242076	M8	M8/D6	IGKV1-33	0.310507	0.318817	0.383182	0.337502	0.576143	0.554439	0.572957	0.567846333	-0.750605194	NonDE	0.0007
ENSG00000243238	M8	M8/D6	IGKV2-30	0.069711	0.067341	0.068224	0.068425333	0.005433	0.005394	0.005402	0.005409667	3.663092166	Upregulate	0.0119
ENSG00000243290	M8	M8/D6	IGKV1-12	0.050754	0.044732	0.057173	0.050886333	0.149253	0.162954	0.158622	0.156943	-1.617150873	Downregulate	0.0006
ENSG00000243466	M8	M8/D6	IGKV1-5	0.00055	0.000498	0.000618	0.000555333	1.887836	1.987333	1.711704	1.862291	-11.71097192	Downregulate	0.0019
ENSG00000244116	M8	M8/D6	IGKV2-28	0.002864	0.002356	0.002793	0.002671	0.017933	0.017344	0.018491	0.017922667	-2.746319986	Downregulate	0
ENSG00000244437	M8	M8/D6	IGKV3-15	0.004875	0.005238	0.005344	0.005152333	0.501643	0.403554	0.532308	0.479168333	-6.539161422	Downregulate	0.0066
ENSG00000254319	M8	M8/D6	LINC03021	0.003732	0.003369	0.003026	0.003375667	0.011197	0.009305	0.010284	0.010262	-1.604029414	Downregulate	0.0003
ENSG00000260896	M8	M8/D6	ARLNC1	0.016741	0.018551	0.016167	0.017153	0.005469	0.005294	0.005082	0.005281667	1.699465449	Upregulate	0.003
